Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret,P2 Regret,Abs Delta Regret,Memory Size
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0034285714285714284,0.17500000000000004,0.006737385321100936,0.16826261467889911,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0024,0.17500000000000004,0.0065757818765036476,0.16842421812349639,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.002,0.17500000000000004,0.0066633266533066629,0.16833667334669339,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0016,0.17500000000000004,0.0066639957264957852,0.16833600427350426,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.004,0.14999999999999997,0.0054216867469879543,0.14457831325301201,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0016666666666666668,0.15999999999999998,0.0062103505843071677,0.15378964941569281,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.001,0.15999999999999998,0.0060860860860860707,0.1539139139139139,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0007142857142857143,0.15999999999999998,0.0063187991422444731,0.1536812008577555,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0005,0.15999999999999998,0.0064832416208104437,0.15351675837918954,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.0004166666666666667,0.15999999999999998,0.0062692788661942913,0.15373072113380568,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0003333333333333333,0.15999999999999998,0.0061353784594865464,0.15386462154051342,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.0070000000000000036,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0006666666666666666,0.099999999999999978,0.0058705803869246063,0.094129419613075374,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.1628,0.012285012285012281,0.0064500716674629564,0.0058349406175493244,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.4014285714285714,0.0037722419928825604,0.0064439140811455697,0.0026716720882630093,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.581,0.0019621342512908765,0.0064439140811455697,0.0044817798298546936,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.6508333333333334,0.0014852752880921882,0.0064439140811455697,0.0049586387930533812,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.7206666666666667,0.0010730804810360768,0.0064439140811455697,0.0053708336001094927,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.001,0.19999999999999996,0.0062062062062062089,0.19379379379379374,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0003333333333333333,0.19999999999999996,0.0069356452150716764,0.19306435478492828,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0002,0.19999999999999996,0.0074814962992598502,0.19251850370074011,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.00014285714285714287,0.19999999999999996,0.0075439348478354351,0.19245606515216451,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0001,0.19999999999999996,0.0068206820682068636,0.1931793179317931,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,8.333333333333333e-05,0.19999999999999996,0.006867238936578101,0.19313276106342186,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,6.666666666666667e-05,0.19999999999999996,0.0067071138075872321,0.19329288619241272,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.003,0.1333333333333333,0.0070210631895687098,0.12631227014376459,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0013333333333333333,0.099999999999999978,0.00687583444592789,0.093124165554072089,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0008,0.099999999999999978,0.0070856685348278546,0.092914331465172126,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0005714285714285715,0.099999999999999978,0.0066895368782161416,0.093310463121783843,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0004,0.099999999999999978,0.0067627050820328553,0.093237294917967117,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.0003333333333333333,0.099999999999999978,0.0068856285428476691,0.093114371457152303,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0002666666666666667,0.099999999999999978,0.0067351293678314817,0.093264870632168498,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.0091999999999999998,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0,nan,0.0081333333333333153,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0,nan,0.0068799999999999894,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0,nan,0.0069142857142857356,nan,100
