"","Prior","P1.Alg","P2.Alg","Time.Horizon","Agent.Alg","Market.Share.for.P1","P1.Regret","P2.Regret","Abs.Delta.Regret","Memory.Size"
"9560","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9561","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9562","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9563","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9564","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9565","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9566","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9567","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9568","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9569","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9570","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9571","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9572","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9573","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9574","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9575","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9576","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9577","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9578","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9579","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9580","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9581","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9582","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9583","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9584","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0.0339495602876272,NA,1000
"9585","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0.0339495602876251,NA,1000
"9586","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0.0339495602876247,NA,1000
"9587","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0.0339495602876245,NA,1000
"9588","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0.0339495602876244,NA,1000
"9589","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0.0339495602876243,NA,1000
"9590","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0.0339495602876243,NA,1000
"9591","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.008,0.168776619084561,0,0.168776619084561,1000
"9592","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.00266666666666667,0.168776619084561,0,0.168776619084561,1000
"9593","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0.0016,0.168776619084561,0,0.168776619084561,1000
"9594","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.00114285714285714,0.168776619084561,0,0.168776619084561,1000
"9595","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",8e-04,0.168776619084561,0,0.168776619084561,1000
"9596","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.000666666666666667,0.168776619084561,0,0.168776619084561,1000
"9597","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0.000533333333333333,0.168776619084561,0,0.168776619084561,1000
"9598","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9599","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9600","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9601","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9602","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9603","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9604","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9605","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.007,0.110662701928981,0,0.110662701928981,1000
"9606","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.00233333333333333,0.110662701928981,0,0.110662701928981,1000
"9607","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0.0014,0.110662701928981,0,0.110662701928981,1000
"9608","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.001,0.110662701928981,0,0.110662701928981,1000
"9609","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",7e-04,0.110662701928981,0,0.110662701928981,1000
"9610","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.000583333333333333,0.110662701928981,0,0.110662701928981,1000
"9611","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0.000466666666666667,0.110662701928981,0,0.110662701928981,1000
"9612","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.001,0.419075845329647,0,0.419075845329647,1000
"9613","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.000666666666666667,0.209537922664823,0,0.209537922664823,1000
"9614","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",4e-04,0.209537922664823,0,0.209537922664823,1000
"9615","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.000285714285714286,0.209537922664823,0,0.209537922664823,1000
"9616","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",2e-04,0.209537922664823,0,0.209537922664823,1000
"9617","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.000166666666666667,0.209537922664823,0,0.209537922664823,1000
"9618","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0.000133333333333333,0.209537922664823,0,0.209537922664823,1000
"9619","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9620","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9621","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9622","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9623","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9624","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9625","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9626","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9627","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9628","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9629","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9630","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9631","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9632","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9633","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9634","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9635","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9636","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9637","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9638","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9639","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9640","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.004,0.100516556082717,0,0.100516556082717,1000
"9641","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.00133333333333333,0.100516556082717,0,0.100516556082717,1000
"9642","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",8e-04,0.100516556082717,0,0.100516556082717,1000
"9643","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.000571428571428571,0.100516556082717,0,0.100516556082717,1000
"9644","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",4e-04,0.100516556082717,0,0.100516556082717,1000
"9645","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.000333333333333333,0.100516556082717,0,0.100516556082717,1000
"9646","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0.000266666666666667,0.100516556082717,0,0.100516556082717,1000
"9647","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0.0331068532595751,NA,1000
"9648","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0.0331068532595776,NA,1000
"9649","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0.0331068532595762,NA,1000
"9650","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0.0331068532595739,NA,1000
"9651","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0.0331068532595785,NA,1000
"9652","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0.0331068532595815,NA,1000
"9653","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0.0331068532595845,NA,1000
"9654","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",1,0.00721219331653739,NA,NA,1000
"9655","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",1,0.00315580462867464,NA,NA,1000
"9656","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",1,0.0022291597840879,NA,NA,1000
"9657","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",1,0.00187695178682703,NA,NA,1000
"9658","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",1,0.00142923335779311,NA,NA,1000
"9659","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",1,0.00133089321769556,NA,NA,1000
"9660","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",1,0.0011608538300016,NA,NA,1000
"9661","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.006,0.0106585701350079,0.000377997352629389,0.0102805727823785,1000
"9662","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.002,0.0106585701350079,0.00037799735262942,0.0102805727823785,1000
"9663","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0.0012,0.0106585701350079,0.00037799735262943,0.0102805727823785,1000
"9664","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.000857142857142857,0.0106585701350079,0.00037799735262938,0.0102805727823785,1000
"9665","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",6e-04,0.0106585701350079,0.000377997352629333,0.0102805727823786,1000
"9666","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",5e-04,0.0106585701350079,0.000377997352629314,0.0102805727823786,1000
"9667","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",4e-04,0.0106585701350079,0.000377997352629296,0.0102805727823786,1000
"9668","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9669","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9670","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9671","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9672","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9673","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9674","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9675","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9676","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9677","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9678","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9679","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9680","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9681","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9682","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9683","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9684","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9685","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9686","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9687","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9688","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9689","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9690","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9691","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9692","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9693","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9694","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9695","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9696","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",1,0.0206206007678335,NA,NA,1000
"9697","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",1,0.00854882282420708,NA,NA,1000
"9698","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",1,0.00710400379619836,NA,NA,1000
"9699","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",1,0.0065912792494407,NA,NA,1000
"9700","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",1,0.00501696629912822,NA,NA,1000
"9701","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",1,0.00435182614114111,NA,NA,1000
"9702","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",1,0.00370322561265937,NA,NA,1000
"9703","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9704","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9705","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9706","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9707","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9708","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9709","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9710","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.01,0.144674302565414,0,0.144674302565414,1000
"9711","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.00333333333333333,0.144674302565414,0,0.144674302565414,1000
"9712","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0.002,0.144674302565414,0,0.144674302565414,1000
"9713","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.00142857142857143,0.144674302565414,0,0.144674302565414,1000
"9714","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0.001,0.144674302565414,0,0.144674302565414,1000
"9715","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.000833333333333333,0.144674302565414,0,0.144674302565414,1000
"9716","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0.000666666666666667,0.144674302565414,0,0.144674302565414,1000
"9717","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0.140174905309054,NA,1000
"9718","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0.140174905309051,NA,1000
"9719","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0.140174905309062,NA,1000
"9720","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0.140174905309071,NA,1000
"9721","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0.140174905309078,NA,1000
"9722","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0.140174905309081,NA,1000
"9723","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0.140174905309078,NA,1000
"9724","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.003,0.294447792227129,0,0.294447792227129,1000
"9725","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.001,0.294447792227129,0,0.294447792227129,1000
"9726","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",6e-04,0.294447792227129,0,0.294447792227129,1000
"9727","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.000428571428571429,0.294447792227129,0,0.294447792227129,1000
"9728","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",3e-04,0.294447792227129,0,0.294447792227129,1000
"9729","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.00025,0.294447792227129,0,0.294447792227129,1000
"9730","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",2e-04,0.294447792227129,0,0.294447792227129,1000
"9731","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9732","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9733","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9734","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9735","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9736","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9737","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9738","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.002,0.218573126288899,0,0.218573126288899,1000
"9739","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.000666666666666667,0.218573126288899,0,0.218573126288899,1000
"9740","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",4e-04,0.218573126288899,0,0.218573126288899,1000
"9741","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.000285714285714286,0.218573126288899,0,0.218573126288899,1000
"9742","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",2e-04,0.218573126288899,0,0.218573126288899,1000
"9743","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.000166666666666667,0.218573126288899,0,0.218573126288899,1000
"9744","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0.000133333333333333,0.218573126288899,0,0.218573126288899,1000
"9745","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.006,0.120405881728217,0,0.120405881728217,1000
"9746","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.002,0.120405881728217,0,0.120405881728217,1000
"9747","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0.0018,0.101976268094882,0,0.101976268094882,1000
"9748","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.00128571428571429,0.101976268094882,0,0.101976268094882,1000
"9749","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",9e-04,0.101976268094882,0,0.101976268094882,1000
"9750","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0.00075,0.101976268094882,0,0.101976268094882,1000
"9751","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",6e-04,0.101976268094882,0,0.101976268094882,1000
"9752","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9753","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9754","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9755","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9756","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9757","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9758","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9759","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0.001,0.332258144814935,0,0.332258144814935,1000
"9760","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0.000333333333333333,0.332258144814935,0,0.332258144814935,1000
"9761","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",2e-04,0.332258144814935,0,0.332258144814935,1000
"9762","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0.000142857142857143,0.332258144814935,0,0.332258144814935,1000
"9763","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",1e-04,0.332258144814935,0,0.332258144814935,1000
"9764","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",8.33333333333333e-05,0.332258144814935,0,0.332258144814935,1000
"9765","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",6.66666666666667e-05,0.332258144814935,0,0.332258144814935,1000
"9766","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9767","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9768","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9769","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9770","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9771","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9772","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9773","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0.0433997319521703,NA,1000
"9774","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0.0433997319521673,NA,1000
"9775","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0.0433997319521716,NA,1000
"9776","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0.0433997319521689,NA,1000
"9777","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0.0433997319521631,NA,1000
"9778","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0.0433997319521608,NA,1000
"9779","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0.0433997319521586,NA,1000
"9780","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0.0456841844492993,NA,1000
"9781","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0.0456841844492997,NA,1000
"9782","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0.0456841844492998,NA,1000
"9783","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0.0456841844492941,NA,1000
"9784","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0.0456841844492873,NA,1000
"9785","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0.0456841844492884,NA,1000
"9786","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0.0456841844492964,NA,1000
"9787","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0.0346787415833765,NA,1000
"9788","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0.0346787415833771,NA,1000
"9789","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0.0346787415833772,NA,1000
"9790","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0.0346787415833772,NA,1000
"9791","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0.0346787415833773,NA,1000
"9792","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0.0346787415833773,NA,1000
"9793","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0.0346787415833764,NA,1000
"9794","Uniform","ThompsonSampling","DynamicGreedy",1000,"HardMax",0,NA,0,NA,1000
"9795","Uniform","ThompsonSampling","DynamicGreedy",3000,"HardMax",0,NA,0,NA,1000
"9796","Uniform","ThompsonSampling","DynamicGreedy",5000,"HardMax",0,NA,0,NA,1000
"9797","Uniform","ThompsonSampling","DynamicGreedy",7000,"HardMax",0,NA,0,NA,1000
"9798","Uniform","ThompsonSampling","DynamicGreedy",10000,"HardMax",0,NA,0,NA,1000
"9799","Uniform","ThompsonSampling","DynamicGreedy",12000,"HardMax",0,NA,0,NA,1000
"9800","Uniform","ThompsonSampling","DynamicGreedy",15000,"HardMax",0,NA,0,NA,1000
"9801","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00361541767812686,NA,1000
"9802","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00379822312371609,NA,1000
"9803","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00424879115475146,NA,1000
"9804","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.004430494608859,NA,1000
"9805","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00477406567040382,NA,1000
"9806","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00486031711663665,NA,1000
"9807","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00481834069989344,NA,1000
"9808","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.002,0.123283812374638,0.00834614512792514,0.114937667246713,1000
"9809","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.000666666666666667,0.123283812374638,0.00779333283816039,0.115490479536478,1000
