"","Prior","P1.Alg","P2.Alg","Time.Horizon","Agent.Alg","Market.Share.for.P1","P1.Regret","P2.Regret","Abs.Delta.Regret","Memory.Size"
"9810","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",4e-04,0.123283812374638,0.00788283207234248,0.115400980302296,1000
"9811","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.000285714285714286,0.123283812374638,0.00767818103034383,0.115605631344295,1000
"9812","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",2e-04,0.123283812374638,0.00730950057711056,0.115974311797528,1000
"9813","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.000166666666666667,0.123283812374638,0.00728039141770117,0.116003420956937,1000
"9814","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0.000133333333333333,0.123283812374638,0.00716908403088899,0.116114728343749,1000
"9815","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.014,0.192212107765337,0.0056259229021288,0.186586184863208,1000
"9816","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.00466666666666667,0.192212107765337,0.00527233928437348,0.186939768480963,1000
"9817","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0.0028,0.192212107765337,0.0051492440203152,0.187062863745022,1000
"9818","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.002,0.192212107765337,0.00519101753830638,0.18702109022703,1000
"9819","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0.0014,0.192212107765337,0.00498312223360661,0.18722898553173,1000
"9820","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.00116666666666667,0.192212107765337,0.00503405471598418,0.187178053049353,1000
"9821","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0.000933333333333333,0.192212107765337,0.00505836187973585,0.187153745885601,1000
"9822","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0107925832176336,NA,1000
"9823","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.012180084577539,NA,1000
"9824","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.0123282509858713,NA,1000
"9825","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0120382580806043,NA,1000
"9826","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.0117812918135179,NA,1000
"9827","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.0114381067852667,NA,1000
"9828","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.011257492335961,NA,1000
"9829","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00148498565756751,NA,1000
"9830","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00119351088709607,NA,1000
"9831","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00121030078998303,NA,1000
"9832","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00123056896853119,NA,1000
"9833","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00131203397366593,NA,1000
"9834","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00207542562356198,NA,1000
"9835","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00228247062743803,NA,1000
"9836","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.44,0.0546562304498448,0.0170874066092779,0.0375688238405669,1000
"9837","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.146666666666667,0.0546562304498448,0.00714652964894847,0.0475097008008963,1000
"9838","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0.088,0.0546562304498448,0.00603617168773106,0.0486200587621137,1000
"9839","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.0628571428571429,0.0546562304498448,0.00548769538092218,0.0491685350689226,1000
"9840","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0.044,0.0546562304498448,0.00527304050863801,0.0493831899412068,1000
"9841","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.0366666666666667,0.0546562304498448,0.00513655413716784,0.049519676312677,1000
"9842","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0.0293333333333333,0.0546562304498448,0.00511381723045146,0.0495424132193933,1000
"9843","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.002,0.240055879600486,0.0142080593591185,0.225847820241368,1000
"9844","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.000666666666666667,0.240055879600486,0.0151881778944775,0.224867701706009,1000
"9845","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",6e-04,0.291885623895151,0.0157767473629755,0.276108876532175,1000
"9846","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.000428571428571429,0.291885623895151,0.0152516194503913,0.276634004444759,1000
"9847","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",3e-04,0.291885623895151,0.0140739287783023,0.277811695116848,1000
"9848","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.00025,0.291885623895151,0.0138114170345154,0.278074206860635,1000
"9849","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",2e-04,0.291885623895151,0.0138174101569437,0.278068213738207,1000
"9850","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0111683250216861,NA,1000
"9851","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.0114766115391554,NA,1000
"9852","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.0115459443413756,NA,1000
"9853","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0117908826652254,NA,1000
"9854","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.0113243238266815,NA,1000
"9855","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.0111717104960018,NA,1000
"9856","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.0112521559881671,NA,1000
"9857","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00254296901398751,NA,1000
"9858","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00248121658066461,NA,1000
"9859","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",2e-04,0,0.00247646986384755,0.00247646986384755,1000
"9860","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.000142857142857143,0,0.00243006909561886,0.00243006909561886,1000
"9861","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",1e-04,0,0.00237981456057456,0.00237981456057456,1000
"9862","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",8.33333333333333e-05,0,0.00229291961383941,0.00229291961383941,1000
"9863","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",6.66666666666667e-05,0,0.00228649034366281,0.00228649034366281,1000
"9864","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00744710780743611,NA,1000
"9865","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00728367685421223,NA,1000
"9866","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00661759105300182,NA,1000
"9867","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00649122710932765,NA,1000
"9868","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00677799131876019,NA,1000
"9869","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00676946309150952,NA,1000
"9870","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00676537233354447,NA,1000
"9871","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.296,0.0170476652873383,0.002349257013187,0.0146984082741513,1000
"9872","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.0986666666666667,0.0170476652873383,0.00175086383576708,0.0152968014515712,1000
"9873","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0.0596,0.0170460410956972,0.00198873500610349,0.0150573060895938,1000
"9874","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.0935714285714286,0.0169150246231079,0.00201236268685152,0.0149026619362564,1000
"9875","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0.0655,0.0169150246231079,0.0020333685934251,0.0148816560296828,1000
"9876","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.0548333333333333,0.0169145260035474,0.00210360190512201,0.0148109240984253,1000
"9877","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0.0438666666666667,0.0169145260035474,0.00208235574295369,0.0148321702605937,1000
"9878","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.001,0.218695690121914,0.0416400386833944,0.17705565143852,1000
"9879","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.000333333333333333,0.218695690121914,0.0312768797401695,0.187418810381745,1000
"9880","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",2e-04,0.218695690121914,0.0204107124752738,0.198284977646641,1000
"9881","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.000142857142857143,0.218695690121914,0.0161710257683829,0.202524664353532,1000
"9882","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",1e-04,0.218695690121914,0.0124481793099892,0.206247510811925,1000
"9883","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",8.33333333333333e-05,0.218695690121914,0.0110080970146743,0.20768759310724,1000
"9884","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",6.66666666666667e-05,0.218695690121914,0.00957670915192531,0.209118980969989,1000
"9885","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.004,0.0297424154575915,0.000878009707953139,0.0288644057496384,1000
"9886","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.00133333333333333,0.0297424154575915,0.000940513385259273,0.0288019020723323,1000
"9887","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",8e-04,0.0297424154575915,0.000957689171343405,0.0287847262862481,1000
"9888","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.000571428571428571,0.0297424154575915,0.00104736843643555,0.028695047021156,1000
"9889","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",4e-04,0.0297424154575915,0.00101700907379894,0.0287254063837926,1000
"9890","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.000333333333333333,0.0297424154575915,0.00197395868983388,0.0277684567677577,1000
"9891","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0.000266666666666667,0.0297424154575915,0.00176745357635458,0.027974961881237,1000
"9892","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0111218157903699,NA,1000
"9893","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.0110852704140794,NA,1000
"9894","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.0107873222279771,NA,1000
"9895","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0107115299894412,NA,1000
"9896","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.010778078140187,NA,1000
"9897","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.0113120628601325,NA,1000
"9898","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.0112847615716321,NA,1000
"9899","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00349148509868362,NA,1000
"9900","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00372458882906772,NA,1000
"9901","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00385612263941186,NA,1000
"9902","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00372767302009651,NA,1000
"9903","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00375671165309209,NA,1000
"9904","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.0037516331570901,NA,1000
"9905","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00361651904525916,NA,1000
"9906","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00264730377762873,NA,1000
"9907","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00262584381966176,NA,1000
"9908","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00283076093532262,NA,1000
"9909","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00270681950114674,NA,1000
"9910","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00279307719308555,NA,1000
"9911","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00284658917463994,NA,1000
"9912","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.0027212495109411,NA,1000
"9913","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00623569242524044,NA,1000
"9914","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00555877259331412,NA,1000
"9915","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00549345951711928,NA,1000
"9916","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0056342733519106,NA,1000
"9917","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00580499410918891,NA,1000
"9918","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00595372138557505,NA,1000
"9919","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00595436344650688,NA,1000
"9920","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00263764133439848,NA,1000
"9921","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.0030910688311419,NA,1000
"9922","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.0026253837675541,NA,1000
"9923","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00269002175399783,NA,1000
"9924","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0.0189,0.00557391774002183,0.00263924861975633,0.0029346691202655,1000
"9925","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.182416666666667,0.000481256488288774,0.00263924861975633,0.00215799213146756,1000
"9926","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0.345933333333333,0.000203019936955892,0.00263924861975633,0.00243622868280044,1000
"9927","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00920783378623112,NA,1000
"9928","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.0120511174927156,NA,1000
"9929","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.0112709826874239,NA,1000
"9930","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0117201371728607,NA,1000
"9931","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.0119302223407904,NA,1000
"9932","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.0117716137927944,NA,1000
"9933","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.0113306976901402,NA,1000
"9934","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00706971445819255,NA,1000
"9935","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00670523849981459,NA,1000
"9936","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00702789001444205,NA,1000
"9937","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00705983134924971,NA,1000
"9938","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00703480819070204,NA,1000
"9939","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00731180822289334,NA,1000
"9940","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00732511045088261,NA,1000
"9941","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.023,0.0631253676762016,0.0053874937431914,0.0577378739330102,1000
"9942","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.00766666666666667,0.0631253676762016,0.00437721072785244,0.0587481569483491,1000
"9943","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0.0046,0.0631253676762016,0.00454727498931452,0.058578092686887,1000
"9944","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0.00328571428571429,0.0631253676762016,0.00452880468400283,0.0585965629921987,1000
"9945","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0.0023,0.0631253676762016,0.00446944228461421,0.0586559253915874,1000
"9946","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0.00383333333333333,0.0315626838381008,0.00470954404495874,0.026853139793142,1000
"9947","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0.00306666666666667,0.0315626838381008,0.00476842901200454,0.0267942548260962,1000
"9948","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00787454046790039,NA,1000
"9949","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00777181746197149,NA,1000
"9950","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00775127286078571,NA,1000
"9951","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00799927221652794,NA,1000
"9952","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00819554345117745,NA,1000
"9953","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00837219320900941,NA,1000
"9954","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00806301678109662,NA,1000
"9955","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0083059666837425,NA,1000
"9956","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00884584619970894,NA,1000
"9957","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00903474018901047,NA,1000
"9958","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00930121881661834,NA,1000
"9959","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00895652432478631,NA,1000
"9960","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00872481303871604,NA,1000
"9961","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00868105244046142,NA,1000
"9962","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0124767177902845,NA,1000
"9963","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.0119548671526164,NA,1000
"9964","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.0121925441568302,NA,1000
"9965","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0117858549672852,NA,1000
"9966","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.0117473634997575,NA,1000
"9967","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.0116891278644029,NA,1000
"9968","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.0113512940452207,NA,1000
"9969","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.00676757910548946,NA,1000
"9970","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00770286273280589,NA,1000
"9971","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00794291729982293,NA,1000
"9972","Uniform","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00797659300454783,NA,1000
"9973","Uniform","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.0079956735806069,NA,1000
"9974","Uniform","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00788561788687968,NA,1000
"9975","Uniform","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00762331984536876,NA,1000
"9976","Uniform","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMax",0.001,0,0.00408283709640849,0.00408283709640849,1000
"9977","Uniform","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMax",0.000333333333333333,0,0.00418580701426118,0.00418580701426118,1000
"9978","Uniform","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMax",2e-04,0,0.00378127991031117,0.00378127991031117,1000
