Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret,P2 Regret,Abs Delta Regret,Memory Size
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.404,0.032136963696369578,0.0020134228187919439,0.030123540877577633,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.378,0.021984126984126866,0.0019935691318327931,0.019990557852294075,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.853,0.020867526377491345,0.049659863945578114,0.02879233756808677,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.6823333333333333,0.010161211529067005,0.049108079748163148,0.03894686821909614,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.7466,0.0062684168229306721,0.049210734017362742,0.042942317194432068,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.689,0.031422351233672242,0.001768488745980709,0.029653862487691533,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.5086666666666667,0.030602883355176594,0.0016621438263229309,0.028940739528853662,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.704,0.015397727272727006,0.0016891891891891893,0.013708538083537817,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.227,0.046696035242290823,0.0025226390685640383,0.044173396173726787,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.4603333333333333,0.025597393193338255,0.0017294626312538597,0.023867930562084395,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.3922,0.018434472208057155,0.0019578808818690317,0.016476591326188124,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.566,0.012985865724381596,0.00910138248847925,0.0038844832359023456,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.6366666666666667,0.014502617801047255,0.0053669724770642096,0.0091356453239830465,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.782,0.013976982097186454,0.0053669724770642096,0.0086100096201222436,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.59,0.0089830508474576104,0.04414634146341493,0.03516329061595732,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.7873333333333333,0.0052709568162574274,0.028996865203761955,0.023725908387504529,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.4724,0.0052709568162574274,0.0081311599696740604,0.0028602031534166331,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.913,0.012376779846659395,0.048850574712643605,0.036473794865984212,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.406,0.0099753694581281114,0.003984287317620642,0.0059910821405074694,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.3084,0.008138780804150484,0.0027327935222672068,0.0054059872818832773,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.681,0.03355359765051423,0.0012539184952978068,0.032299679155216421,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.8936666666666667,0.044013427825436567,0.0012539184952978068,0.042759509330138758,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.9362,0.045257423627433013,0.0012539184952978068,0.044003505132135204,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.985,0.019390862944162576,0.050000000000000044,0.030609137055837468,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.6996666666666667,0.016102906145783809,0.0056603773584905561,0.010442528787293253,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.4198,0.016102906145783809,0.0028266115132712802,0.013276294632512529,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.057,0.037719298245614055,0.021049840933192097,0.016669457312421958,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.02033333333333333,0.037704918032786895,0.0085913576046275,0.029113560428159393,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0272,0.020220588235294112,0.0060238486842105841,0.014196739551083528,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.726,0.020523415977961541,0.049270072992700947,0.028746657014739406,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.868,0.0099654377880185226,0.049242424242424601,0.039276986454406082,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.9206,0.0086030849446013229,0.049244332493703129,0.040641247549101804,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.922,0.021366594360086925,0.049999999999999933,0.028633405639913009,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.945,0.0088888888888889669,0.049999999999999906,0.041111111111110939,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.7726,0.0070541030287342094,0.044722955145118072,0.037668852116383864,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.122,0.034016393442622903,0.0011389521640091126,0.032877441278613792,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.482,0.017219917012448283,0.0011261261261261272,0.016093790886322155,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.6888,0.007897793263646995,0.0011246786632390755,0.0067731146004079198,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.39,0.028846153846153914,0.0016393442622950835,0.027206809583858831,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.15833333333333333,0.029789473684210668,0.002019801980198016,0.027769671704012653,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.2754,0.023565722585330642,0.0018216947281258584,0.021744027857204785,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.551,0.024047186932849466,0.048997772828508188,0.024950585895658722,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.18466666666666667,0.0240072202166066,0.01962387571545356,0.00438334450115304,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.2948,0.018928086838534777,0.014038570618264131,0.0048895162202706455,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.054,0.020370370370370389,0.0014799154334038068,0.018890454936966582,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.019,0.021052631578947389,0.0013081889228678204,0.019744442656079567,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0114,0.021052631578947389,0.0015375278171151086,0.01951510376183228,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.329,0.043161094224924222,0.049254843517138984,0.0060937492922147618,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.5353333333333333,0.025124533001245234,0.04888809182209345,0.023763558820848216,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.4876,0.024261689909761599,0.049024199843870027,0.024762509934108428,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.803,0.034184308841843404,0.001776649746192895,0.032407659095650507,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.26766666666666666,0.034184308841843404,0.0015248065543923518,0.032659502287451049,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.1874,0.034258271077908554,0.0017228648781688369,0.032535406199739721,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.185,0.014324324324324322,0.0021472392638036829,0.01217708506052064,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.16566666666666666,0.013983903420523107,0.0020974830203755452,0.011886420400147561,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.1382,0.02199710564399433,0.0019145973543745612,0.020082508289619768,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.65,0.042923076923077327,0.049000000000000307,0.0060769230769229798,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.4716666666666667,0.033215547703179839,0.049148264984225691,0.015932717281045852,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.6692,0.020397489539748435,0.049123337363964646,0.028725847824216211,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.581,0.021772805507745348,0.0013126491646778054,0.020460156343067543,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.6193333333333333,0.010360602798708363,0.01492994746059554,0.0045693446618871765,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.3716,0.010360602798708363,0.0077021005728835799,0.0026585022258247834,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.814,0.0063267813267813156,0.0486559139784946,0.042329132651713286,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.7613333333333333,0.0066330998248686872,0.048673184357542122,0.042040084532673438,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.8568,0.0057656395891690516,0.048673184357542122,0.042907544768373072,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.0011500000000000011,nan,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0,nan,0.0014666666666666645,nan,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0,nan,0.0014099999999999968,nan,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.027650000000000258,nan,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0,nan,0.010316666666666769,nan,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0002,0.050000000000000044,0.0068313662732546908,0.043168633726745356,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.963,0.018328141225337609,0.048648648648648693,0.030320507423311084,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.9876666666666667,0.01528855889301369,0.048648648648648693,0.033360089755635002,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.8952,0.011919124218051632,0.049522900763359225,0.037603776545307596,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.711,0.030168776371308256,0.049134948096886052,0.018966171725577796,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.43666666666666665,0.025954198473282598,0.049023668639051735,0.023069470165769136,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.262,0.025954198473282598,0.033672086720865878,0.0077178882475832794,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.209,0.022488038277511925,0.0017699115044247803,0.020718126773087146,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.06966666666666667,0.022488038277511925,0.0017198136868505883,0.020768224590661338,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.1294,0.024265842349304623,0.0016080863772111151,0.022657755972093508,25
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.906,0.046026490066224911,0.0026595744680851089,0.043366915598139801,25
